"postcode sector","All usual residents aged 3 and over","English (English or Welsh if in Wales)","Welsh/Cymraeg (in England only)","Other UK language: Total","Other UK language: Gaelic (Irish)","Other UK language: Gaelic (Scottish)","Other UK language: Manx Gaelic","Other UK language: Gaelic (Not otherwise specified)","Other UK language: Cornish","Other UK language: Scots","Other UK language: Gypsy/Traveller languages","French","Portuguese","Spanish","Other European Language (EU): Total","Other European Language (EU): Italian","Other European Language (EU): German","Other European Language (EU): Polish","Other European Language (EU): Slovak","Other European Language (EU): Czech","Other European Language (EU): Romanian","Other European Language (EU): Lithuanian","Other European Language (EU): Latvian","Other European Language (EU): Hungarian","Other European Language (EU): Bulgarian","Other European Language (EU): Greek","Other European Language (EU): Dutch","Other European Language (EU): Swedish","Other European Language (EU): Danish","Other European Language (EU): Finnish","Other European Language (EU): Estonian","Other European Language (EU): Slovenian","Other European Language (EU): Maltese","Other European Language (EU): Any other European Language (EU)","Other European Language (non EU): Total","Other European Language (non EU): Albanian","Other European Language (non EU): Serbian/Croatian/Bosnian","Other European Language (non EU): Ukrainian","Other European Language (non EU): Any other Eastern European Language (non EU)","Other European Language (non EU): Northern European Language (non EU)","Other European Language (non-national): Total","Other European Language (non-national): Romani language (any)","Other European Language (non-national): Yiddish","Russian","Turkish","Arabic","West/Central Asian Language: Total","West/Central Asian Language: Hebrew","West/Central Asian Language: Kurdish","West/Central Asian Language: Persian/Farsi","West/Central Asian Language: Pashto","West/Central Asian Language: West/Central Asian Language (all other)","South Asian Language: Total","South Asian Language: Urdu","South Asian Language: Hindi","South Asian Language: Panjabi","South Asian Language: Pakistani Pahari (with Mirpuri and Potwari)","South Asian Language: Bengali (with Sylheti and Chatgaya)","South Asian Language: Gujarati","South Asian Language: Marathi","South Asian Language: Telugu","South Asian Language: Tamil","South Asian Language: Malayalam","South Asian Language: Sinhala","South Asian Language: Nepalese","South Asian Language: South Asian Language (all other)","East Asian Language: Total","East Asian Language: Mandarin Chinese","East Asian Language: Cantonese Chinese","East Asian Language: All other Chinese","East Asian Language: Japanese","East Asian Language: Korean","East Asian Language: Vietnamese","East Asian Language: Thai","East Asian Language: Malay","East Asian Language: Tagalog/Filipino","East Asian Language: East Asian Language (all other)","Oceanic/Australian language (any)","North/South American language (any)","Caribbean Creole: Total","Caribbean Creole: Caribbean Creole (English-based)","Caribbean Creole: Caribbean Creole (all other)","African Language: Total","African Language: Amharic","African Language: Tigrinya","African Language: Somali","African Language: Krio","African Language: Akan","African Language: Yoruba","African Language: Igbo","African Language: Swahili/Kiswahili","African Language: Luganda","African Language: Lingala","African Language: Shona","African Language: Afrikaans","African Language: Any other Nigerian language","African Language: West African language (all other)","African Language: African language (all other)","Other Languages: Total","Other Languages: All other languages","Sign Language: Total","Sign Language: British sign language","Sign Language: Sign Language (all other)","Sign Language: Any Sign Communication System"

"NP4  5",8944,8867,0,1,0,0,0,0,0,0,1,0,1,0,20,3,2,11,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,1,0,0,23,0,1,0,0,0,4,0,0,0,3,0,15,0,22,0,3,7,1,0,0,5,0,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,0,0
"NP4  6",6896,6857,0,0,0,0,0,0,0,0,0,2,0,1,15,3,1,6,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,9,0,3,5,0,0,0,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"NP4  7",6625,6586,0,0,0,0,0,0,0,0,0,0,1,1,12,0,2,4,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,4,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,3,0,2
"NP4  8",7954,7908,0,0,0,0,0,0,0,0,0,1,2,3,8,2,1,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,0,2,2,0,1,1,0,0,3,0,0,8,0,9,0,0,5,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
"NP4  9",5823,5767,0,0,0,0,0,0,0,0,0,0,0,0,29,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,10,0,0,0,0,1,0,0,1,0,0,0,0,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0
"NP44 1",7975,7871,0,0,0,0,0,0,0,0,0,0,5,1,35,4,2,23,0,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,33,2,0,0,0,8,2,0,0,0,0,0,18,3,14,0,5,1,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,1
"NP44 2",5299,5241,0,1,1,0,0,0,0,0,0,2,1,1,10,0,2,4,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,26,0,0,0,0,7,0,0,0,0,0,0,19,0,8,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,1,3,0
"NP44 3",6941,6721,0,0,0,0,0,0,0,0,0,2,1,0,16,2,0,8,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,7,0,3,3,0,1,0,0,0,4,0,1,3,0,1,2,0,0,157,0,2,14,0,5,2,0,0,2,0,0,129,3,25,1,11,7,0,0,0,3,0,2,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"NP44 4",6400,6340,0,1,0,0,0,0,0,0,1,0,0,0,9,0,1,4,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,4,0,0,4,0,28,0,0,3,0,0,0,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0
"NP44 5",5579,5535,0,1,0,0,0,0,0,1,0,1,1,4,7,1,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,5,1,0,2,0,2,0,0,0,0,0,0,0,0,10,0,1,0,1,0,0,5,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,2,2,2,2,0,0
"NP44 6",5019,4959,0,0,0,0,0,0,0,0,0,1,0,0,22,0,4,13,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,12,1,0,2,0,1,2,0,0,0,3,0,3,0,16,0,0,7,0,0,0,4,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,0,0
"NP44 7",5067,5007,0,1,0,0,0,0,1,0,0,0,1,0,16,3,1,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,16,1,0,2,0,0,0,0,0,0,0,0,13,0,15,1,6,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,0
"NP44 8",3277,3228,0,0,0,0,0,0,0,0,0,1,0,1,9,1,2,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,2,0,0,0,25,0,0,1,0,0,0,0,2,0,0,0,22,0,7,1,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"NP7  0",3818,3798,0,0,0,0,0,0,0,0,0,3,0,3,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"NP7  5",4545,4457,0,0,0,0,0,0,0,0,0,4,1,5,26,1,9,9,0,1,0,0,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,4,3,0,0,0,0,0,0,14,2,4,0,0,2,0,1,0,2,3,0,0,0,24,0,0,3,2,0,0,1,0,18,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0
"NP7  6",5617,5516,0,0,0,0,0,0,0,0,0,2,0,4,24,6,4,8,0,3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,3,0,0,0,3,1,47,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,1
"NP7  7",2959,2873,0,0,0,0,0,0,0,0,0,1,1,3,27,3,3,8,0,0,3,0,0,1,2,0,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,0,0,0,0,0,0,17,7,0,0,0,4,0,2,1,0,3,0,0,0,18,0,0,0,2,0,0,5,0,9,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0
"NP7  8",3069,3040,0,0,0,0,0,0,0,0,0,5,0,0,11,1,1,1,0,1,3,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"NP7  9",5306,5276,0,0,0,0,0,0,0,0,0,2,0,2,12,1,5,2,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,1,0
"NP8  1",5433,5325,0,0,0,0,0,0,0,0,0,9,0,4,34,0,4,20,0,0,2,0,3,1,0,0,2,1,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,2,0,0,41,0,13,1,0,5,3,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"SA1  1",3236,2512,0,0,0,0,0,0,0,0,0,13,5,16,94,12,5,36,0,0,9,3,4,3,0,13,3,3,0,1,0,0,0,2,13,0,7,0,0,6,0,0,0,13,17,261,42,0,25,16,1,0,16,1,1,0,0,6,0,0,3,2,1,2,0,0,206,8,19,151,11,0,2,8,0,2,5,0,0,0,0,0,28,1,7,4,0,0,2,1,2,6,0,1,0,1,0,3,0,0,0,0,0,0
"SA1  2",5220,4727,0,0,0,0,0,0,0,0,0,5,0,2,89,11,0,55,1,0,0,20,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,8,19,13,0,11,2,0,0,253,0,1,2,0,248,0,0,0,0,0,0,0,2,68,6,5,29,3,2,2,4,1,14,2,0,0,0,0,0,20,0,5,0,0,0,1,1,11,0,1,0,0,0,0,1,3,3,3,3,0,0
"SA1  3",3769,3161,0,1,0,0,0,0,0,1,0,4,10,6,65,11,2,29,1,0,3,2,5,1,0,9,1,1,0,0,0,0,0,0,6,4,0,0,0,2,0,0,0,6,7,148,14,1,10,2,1,0,137,4,0,1,0,121,0,0,2,3,3,0,0,3,190,5,27,131,2,0,0,0,2,22,1,0,0,0,0,0,10,1,1,1,0,0,1,0,1,0,0,2,1,0,0,2,1,1,3,3,0,0
"SA1  4",4562,3912,0,0,0,0,0,0,0,0,0,15,4,12,116,20,10,42,2,0,4,2,7,0,2,19,0,6,1,0,0,0,1,0,10,2,1,0,0,7,0,0,0,5,6,70,20,0,14,6,0,0,198,5,6,0,0,163,3,1,0,5,11,0,1,3,184,4,9,159,1,4,2,0,4,0,1,0,0,0,0,0,9,0,3,0,0,1,2,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0
"SA1  5",446,364,0,0,0,0,0,0,0,0,0,1,2,0,8,1,0,2,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,1,10,4,0,3,1,0,0,12,0,4,1,0,3,0,0,0,2,2,0,0,0,28,2,8,17,0,0,0,0,0,0,1,0,0,0,0,0,11,0,7,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
"SA1  6",14862,13588,0,1,1,0,0,0,0,0,0,32,22,11,376,39,16,205,5,6,8,27,36,2,3,8,6,3,2,5,4,0,1,0,39,2,2,0,1,34,0,0,0,19,17,136,82,0,45,32,4,1,261,26,7,18,0,177,3,1,1,6,21,1,0,0,200,13,23,125,0,6,0,8,6,11,8,2,0,0,0,0,50,3,7,0,1,1,0,4,0,0,1,16,1,10,2,4,12,12,14,9,4,1
"SA1  7",6201,6064,0,0,0,0,0,0,0,0,0,3,2,0,62,4,7,43,0,0,3,0,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,5,0,9,8,0,4,4,0,0,24,11,3,2,0,2,4,0,0,2,0,0,0,0,16,3,0,8,0,3,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,2,2,0
"SA1  8",7231,6804,0,0,0,0,0,0,0,0,0,5,5,6,119,29,8,53,1,2,0,9,1,4,1,5,4,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,9,1,63,35,0,11,19,1,4,65,4,0,3,0,30,0,0,0,10,17,0,0,1,99,4,9,53,8,0,1,2,0,20,2,0,0,0,0,0,17,0,0,0,0,0,0,2,7,0,0,5,0,0,1,2,1,1,1,1,0,0
"SA10 6",8968,8862,0,1,0,0,0,0,0,0,1,6,5,3,31,4,2,15,2,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,1,3,10,1,0,1,0,0,0,25,0,0,7,0,14,0,0,0,0,4,0,0,0,7,0,0,4,0,2,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,4,1,0,0,0,1,1,3,3,0,0
"SA10 7",9845,9771,0,0,0,0,0,0,0,0,0,3,2,2,35,4,1,22,1,0,4,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,7,0,0,4,0,3,0,0,0,0,0,0,0,0,15,0,4,4,0,0,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,0,1
"SA10 8",6374,6331,0,0,0,0,0,0,0,0,0,1,1,0,19,1,0,12,0,0,1,0,0,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4,1,2,0,1,0,0,1,8,0,0,6,0,0,0,0,0,1,0,0,0,1,5,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"SA10 9",3736,3715,0,0,0,0,0,0,0,0,0,1,0,0,12,2,5,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0
"SA11 1",5916,5821,0,0,0,0,0,0,0,0,0,2,2,2,24,1,0,21,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,0,1,0,0,1,18,2,0,2,0,12,0,0,0,1,0,0,1,0,30,1,4,11,1,0,0,5,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,3,0
"SA11 2",9680,9544,0,0,0,0,0,0,0,0,0,2,3,4,43,3,1,32,2,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,2,0,2,0,0,0,21,0,0,2,0,9,1,0,0,8,0,1,0,0,34,1,5,18,0,0,0,9,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,2,4,1,2,1
"SA11 3",11171,11073,0,0,0,0,0,0,0,0,0,4,0,2,32,2,4,11,6,0,6,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,31,1,0,8,0,16,0,0,0,3,2,0,0,1,19,0,4,4,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,5,1,0
"SA11 4",3044,3029,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,4,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
"SA11 5",5618,5593,0,0,0,0,0,0,0,0,0,3,0,0,6,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,6,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
"SA12 6",10229,10060,0,0,0,0,0,0,0,0,0,2,0,4,52,3,5,29,1,1,0,0,0,5,3,0,1,1,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,2,4,4,3,0,0,1,0,2,43,13,1,0,0,7,4,2,0,3,0,8,0,5,47,2,2,8,0,1,0,7,0,26,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,2,0,0
"SA12 7",8190,8122,0,0,0,0,0,0,0,0,0,2,0,3,26,4,3,14,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1,1,0,0,5,0,0,3,0,1,0,0,0,1,0,0,0,0,23,3,1,1,0,0,0,6,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0
"SA12 8",6627,6572,0,0,0,0,0,0,0,0,0,2,2,0,17,2,2,9,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,12,0,1,4,0,1,0,0,0,2,2,2,0,0,6,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,1,0
"SA12 9",6558,6528,0,0,0,0,0,0,0,0,0,2,0,3,7,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,4,0,1,0,0,0,0,1,0,0,0,5,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,4,1,0
"SA13 1",5701,5564,0,0,0,0,0,0,0,0,0,2,0,0,33,1,1,21,0,1,5,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,10,0,1,0,9,0,63,2,1,3,0,47,0,0,0,4,0,0,6,0,19,2,0,11,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,1,0
"SA13 2",8183,8116,0,0,0,0,0,0,0,0,0,2,1,0,18,0,0,12,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,3,0,0,3,0,0,15,1,1,2,0,11,0,0,0,0,0,0,0,0,19,1,0,12,0,0,0,3,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,4,0,0
"SA13 3",5082,5066,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"SA14 6",6594,6489,0,0,0,0,0,0,0,0,0,4,0,0,54,1,2,49,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,17,0,0,1,0,7,2,0,0,0,1,0,0,6,16,3,2,2,1,0,0,2,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,6,6,0,0
"SA14 7",6039,5996,0,0,0,0,0,0,0,0,0,1,0,1,27,1,4,11,3,3,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
"SA14 8",12430,12110,0,0,0,0,0,0,0,0,0,3,3,1,182,8,7,155,0,0,2,0,0,6,0,0,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,2,8,3,0,0,0,1,2,38,6,1,2,0,1,1,0,3,10,11,1,0,2,64,3,4,24,3,0,0,4,0,24,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,5,2,3,0
"SA14 9",7639,7475,0,2,1,0,0,0,0,0,1,0,0,0,109,13,6,83,0,0,4,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,1,0,0,0,1,0,20,1,2,7,0,4,0,0,0,2,0,0,2,2,12,0,0,9,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,1,0
"SA15 1",9214,8677,0,0,0,0,0,0,0,0,0,0,3,6,437,18,3,395,0,0,0,3,0,4,9,1,0,3,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,3,1,1,2,0,2,0,0,0,41,3,0,0,0,5,2,0,0,0,3,0,28,0,33,0,2,6,0,3,0,5,0,15,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,5,4,0,1
"SA15 2",8013,7476,0,1,0,0,0,0,0,1,0,2,9,0,443,25,5,384,0,0,12,2,1,0,4,4,4,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,2,6,3,5,0,2,2,1,0,11,2,0,1,0,2,0,0,0,4,0,0,2,0,46,2,7,17,0,10,0,3,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,5,4,1,0
"SA15 3",6734,6460,0,0,0,0,0,0,0,0,0,2,8,3,192,5,4,176,0,0,0,0,0,0,4,0,2,1,0,0,0,0,0,0,3,0,0,2,0,1,0,0,0,2,0,7,2,0,0,1,0,1,16,2,0,3,0,2,0,0,0,0,0,0,9,0,37,0,0,4,1,0,0,6,2,23,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"SA15 4",5186,5085,0,1,0,0,0,0,0,1,0,0,3,0,60,2,4,50,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,1,1,13,0,0,2,0,0,0,0,0,0,7,0,4,0,11,2,3,2,0,0,0,2,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,4,1,3,0
"SA15 5",6175,6127,0,0,0,0,0,0,0,0,0,3,1,2,26,5,5,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,4,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,2,2,0,0
"SA16 0",8301,8225,0,0,0,0,0,0,0,0,0,0,1,1,41,2,11,22,0,1,1,1,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,11,0,1,2,2,4,0,0,0,0,0,0,0,2,10,0,0,4,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,7,0
"SA17 4",5954,5913,0,0,0,0,0,0,0,0,0,0,1,2,22,2,4,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,2,0,0,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"SA17 5",3162,3147,0,0,0,0,0,0,0,0,0,1,0,0,9,1,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SA18 1",9262,9196,0,4,0,0,0,2,0,0,2,1,0,0,15,1,0,8,0,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,12,7,0,0,0,2,3,0,0,0,0,0,0,0,22,0,4,7,2,1,0,0,1,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1,6,0
